3,24,0,1,12,2012,0
3,24,0,1,12,2012,0
3,24,0,1,12,2012,0
7,10,0,1,12,2012,28
7,10,0,1,12,2012,28
7,10,0,1,12,2012,120
7,10,0,1,12,2012,37
7,10,0,1,12,2012,37
7,10,0,1,12,2012,126
7,10,0,1,12,2012,12
7,10,0,1,12,2012,12
7,10,0,1,12,2012,95
7,10,0,1,12,2012,13
7,10,0,1,12,2012,13
7,10,0,1,12,2012,20
7,11,0,1,12,2012,1060
7,11,0,1,12,2012,1060
7,11,0,1,12,2012,1060
7,12,0,1,12,2012,2492
7,12,0,1,12,2012,2492
7,12,0,1,12,2012,2496
7,13,0,1,12,2012,1598
7,13,0,1,12,2012,1598
7,13,0,1,12,2012,1606
7,14,0,1,12,2012,980
7,14,0,1,12,2012,980
7,14,0,1,12,2012,980
7,15,0,1,12,2012,65
7,15,0,1,12,2012,65
7,15,0,1,12,2012,65
7,16,0,1,12,2012,88
7,16,0,1,12,2012,88
7,16,0,1,12,2012,91
7,17,0,1,12,2012,743
7,17,0,1,12,2012,743
7,17,0,1,12,2012,743
7,18,0,1,12,2012,710
7,18,0,1,12,2012,710
7,18,0,1,12,2012,714
7,19,0,1,12,2012,722
7,19,0,1,12,2012,722
7,19,0,1,12,2012,727
7,20,0,1,12,2012,84
7,20,0,1,12,2012,84
7,20,0,1,12,2012,84
7,21,0,1,12,2012,24
7,21,0,1,12,2012,24
7,21,0,1,12,2012,24
7,22,0,1,12,2012,224
7,22,0,1,12,2012,224
7,22,0,1,12,2012,224
7,23,0,1,12,2012,469
7,23,0,1,12,2012,469
7,23,0,1,12,2012,469
7,24,0,1,12,2012,456
7,24,0,1,12,2012,456
7,24,0,1,12,2012,456
7,25,0,1,12,2012,364
7,25,0,1,12,2012,364
7,25,0,1,12,2012,364
7,26,0,1,12,2012,14
7,26,0,1,12,2012,14
7,26,0,1,12,2012,14
7,27,0,1,12,2012,9
7,27,0,1,12,2012,9
7,27,0,1,12,2012,9
7,28,0,1,12,2012,369
7,28,0,1,12,2012,369
7,28,0,1,12,2012,372
7,29,0,1,12,2012,612
7,29,0,1,12,2012,612
7,29,0,1,12,2012,612
7,30,0,1,12,2012,564
7,30,0,1,12,2012,564
7,30,0,1,12,2012,566
7,31,0,1,12,2012,197
7,31,0,1,12,2012,197
7,31,0,1,12,2012,197
7,32,0,1,12,2012,13
7,32,0,1,12,2012,13
7,32,0,1,12,2012,13
7,33,0,1,12,2012,7
7,33,0,1,12,2012,7
7,33,0,1,12,2012,7
7,34,0,1,12,2012,254
7,34,0,1,12,2012,254
7,34,0,1,12,2012,254
7,35,0,1,12,2012,382
7,35,0,1,12,2012,382
7,35,0,1,12,2012,382
7,36,0,1,12,2012,393
7,36,0,1,12,2012,393
7,36,0,1,12,2012,393
7,37,0,1,12,2012,99
7,37,0,1,12,2012,99
7,37,0,1,12,2012,99
7,38,0,1,12,2012,7
7,38,0,1,12,2012,7
7,38,0,1,12,2012,7
7,39,0,1,12,2012,5
7,39,0,1,12,2012,5
7,39,0,1,12,2012,5
7,40,0,1,12,2012,317
7,40,0,1,12,2012,317
7,40,0,1,12,2012,317
7,41,0,1,12,2012,364
7,41,0,1,12,2012,364
7,41,0,1,12,2012,364
7,42,0,1,12,2012,388
7,42,0,1,12,2012,388
7,42,0,1,12,2012,388
7,43,0,1,12,2012,131
7,43,0,1,12,2012,131
7,43,0,1,12,2012,131
7,44,0,1,12,2012,9
7,44,0,1,12,2012,9
7,44,0,1,12,2012,9
7,45,0,1,12,2012,4
7,45,0,1,12,2012,4
7,45,0,1,12,2012,4
7,46,0,1,12,2012,214
7,46,0,1,12,2012,214
7,46,0,1,12,2012,214
7,47,0,1,12,2012,492
7,47,0,1,12,2012,492
7,47,0,1,12,2012,492
7,48,0,1,12,2012,552
7,48,0,1,12,2012,552
7,48,0,1,12,2012,552
7,49,0,1,12,2012,226
7,49,0,1,12,2012,226
7,49,0,1,12,2012,226
7,50,0,1,12,2012,6
7,50,0,1,12,2012,6
7,50,0,1,12,2012,6
7,51,0,1,12,2012,4
7,51,0,1,12,2012,4
7,51,0,1,12,2012,4
7,52,0,1,12,2012,30
7,52,0,1,12,2012,30
7,52,0,1,12,2012,30
7,53,0,1,12,2012,264
7,53,0,1,12,2012,264
7,53,0,1,12,2012,264
7,54,0,1,12,2012,302
7,54,0,1,12,2012,302
7,54,0,1,12,2012,302
7,55,0,1,12,2012,467
7,55,0,1,12,2012,467
7,55,0,1,12,2012,467
7,56,0,1,12,2012,19
7,56,0,1,12,2012,19
7,56,0,1,12,2012,19
7,57,0,1,12,2012,71
7,57,0,1,12,2012,71
7,57,0,1,12,2012,71
7,58,0,1,12,2012,55
7,58,0,1,12,2012,55
7,58,0,1,12,2012,55
7,59,0,1,12,2012,80
7,59,0,1,12,2012,80
7,59,0,1,12,2012,80
