CONTROL,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building
INTERVAL,Apt 14 N,Apt 14 O,Apt 14 Q,Apt 14P,Apt 14R,Apt 18A,Apt 18E,Apt 18I,OUTDOOR SENSOR,System Temp MB
12/12/2012 0:00,76,76,67,74,76,74,74,74,43,119
12/12/2012 0:05,76,76,67,74,76,75,74,74,43,118
12/12/2012 0:10,76,76,67,74,76,75,74,74,43,118
12/12/2012 0:15,76,76,67,74,76,75,74,74,43,117
12/12/2012 0:20,76,76,67,74,76,74,74,74,43,117
12/12/2012 0:25,76,76,67,74,76,74,74,74,43,116
12/12/2012 0:30,76,76,67,74,76,74,74,74,43,116
12/12/2012 0:35,76,76,67,74,75,74,74,74,43,116
12/12/2012 0:40,76,76,67,74,75,74,74,74,43,116
12/12/2012 0:45,76,76,67,74,75,74,74,74,42,117
12/12/2012 0:50,76,76,67,74,75,74,74,74,42,118
12/12/2012 0:55,76,76,67,74,75,74,74,74,42,119
12/12/2012 1:00,76,76,67,73,75,74,74,74,42,121
12/12/2012 1:05,76,76,67,73,75,74,74,74,42,123
12/12/2012 1:10,76,76,67,73,75,74,74,74,41,124
12/12/2012 1:15,76,76,67,73,75,74,74,74,41,126
12/12/2012 1:20,76,76,67,73,75,74,74,74,41,128
12/12/2012 1:25,76,76,67,73,75,74,74,74,41,128
12/12/2012 1:30,76,76,67,73,75,74,74,74,41,129
12/12/2012 1:35,76,76,67,73,75,74,74,74,41,129
12/12/2012 1:40,76,76,67,73,75,74,74,74,41,128
12/12/2012 1:45,76,76,67,73,75,74,74,74,41,128
12/12/2012 1:50,76,76,67,73,75,74,74,74,41,128
12/12/2012 1:55,76,76,67,73,75,74,74,74,41,127
12/12/2012 2:00,76,76,67,73,75,74,74,74,41,126
12/12/2012 2:05,76,76,67,73,75,74,74,74,41,126
12/12/2012 2:10,76,76,67,73,75,74,74,74,40,125
12/12/2012 2:15,76,76,67,73,75,74,74,74,40,125
12/12/2012 2:20,76,76,67,73,75,74,74,74,40,124
12/12/2012 2:25,76,76,67,73,75,74,74,74,40,123
12/12/2012 2:30,76,76,67,73,75,74,74,74,40,123
12/12/2012 2:35,76,76,67,73,75,74,74,74,40,122
12/12/2012 2:40,76,76,67,73,75,74,74,74,40,121
12/12/2012 2:45,76,76,67,73,75,74,74,74,39,121
12/12/2012 2:50,76,77,67,73,75,74,74,74,39,120
12/12/2012 2:55,76,77,67,73,75,74,74,74,39,120
12/12/2012 3:00,76,77,67,73,75,74,74,74,39,119
12/12/2012 3:05,76,77,67,73,75,74,74,74,39,119
12/12/2012 3:10,76,77,67,73,75,74,74,74,39,118
12/12/2012 3:15,76,77,67,73,75,74,74,74,39,118
12/12/2012 3:20,76,76,67,73,75,74,74,74,39,117
12/12/2012 3:25,76,76,67,73,75,74,74,74,39,117
12/12/2012 3:30,76,76,67,73,75,74,74,74,38,116
12/12/2012 3:35,76,76,67,73,75,74,74,74,38,116
12/12/2012 3:40,76,76,67,73,75,74,74,74,38,116
12/12/2012 3:45,76,76,67,73,75,74,74,74,38,116
12/12/2012 3:50,76,76,67,73,75,74,74,74,38,116
12/12/2012 3:55,76,76,67,73,75,74,74,74,38,117
12/12/2012 4:00,76,76,67,72,75,73,74,74,38,118
12/12/2012 4:05,76,76,67,72,75,73,74,74,38,119
12/12/2012 4:10,76,76,67,72,75,73,74,74,38,120
12/12/2012 4:15,76,76,67,72,75,73,74,74,38,121
12/12/2012 4:20,76,77,67,72,75,73,74,74,38,122
12/12/2012 4:25,76,77,67,72,75,73,74,74,38,123
12/12/2012 4:30,76,77,67,72,75,73,74,74,38,125
12/12/2012 4:35,76,77,67,72,75,73,74,74,38,126
12/12/2012 4:40,76,77,67,72,75,73,74,74,38,127
12/12/2012 4:45,76,77,67,72,75,73,74,74,38,128
12/12/2012 4:50,76,77,67,72,75,73,74,74,38,129
12/12/2012 4:55,76,77,67,72,75,73,74,74,38,129
12/12/2012 5:00,76,77,67,72,75,73,74,74,38,129
12/12/2012 5:05,76,77,67,72,75,73,74,74,38,128
12/12/2012 5:10,76,77,67,72,75,73,74,74,38,128
12/12/2012 5:15,76,77,67,72,75,No Data,74,74,38,128
12/12/2012 5:20,76,77,67,72,75,No Data,74,74,38,127
12/12/2012 5:25,76,77,67,72,75,No Data,74,74,38,126
12/12/2012 5:30,76,77,67,72,75,74,74,74,38,125
12/12/2012 5:35,76,77,67,72,75,74,74,74,38,125
12/12/2012 5:40,76,77,67,72,75,74,74,74,38,124
12/12/2012 5:45,76,77,67,72,75,74,74,74,38,124
12/12/2012 5:50,76,77,67,72,75,74,74,74,38,123
12/12/2012 5:55,76,77,67,72,75,74,74,74,38,122
12/12/2012 6:00,76,77,67,72,75,74,74,74,38,122
12/12/2012 6:05,76,76,67,72,75,74,74,74,38,121
12/12/2012 6:10,76,76,67,72,75,74,74,74,38,121
12/12/2012 6:15,76,76,67,72,75,74,74,74,38,121
12/12/2012 6:20,76,76,67,72,74,74,74,74,38,121
12/12/2012 6:25,76,76,67,72,74,73,74,74,38,122
12/12/2012 6:30,76,76,67,72,74,73,74,74,38,123
12/12/2012 6:35,76,76,67,72,74,73,74,74,38,124
12/12/2012 6:40,76,76,67,72,74,73,74,74,38,125
12/12/2012 6:45,76,76,67,72,74,73,74,74,38,126
12/12/2012 6:50,76,76,67,72,74,73,74,74,38,127
12/12/2012 6:55,76,76,67,72,74,73,74,74,38,128
12/12/2012 7:00,76,76,67,72,74,73,74,74,38,129
12/12/2012 7:05,76,76,67,72,75,73,74,74,38,130
12/12/2012 7:10,76,76,67,72,75,73,74,74,38,131
12/12/2012 7:15,76,76,67,72,75,73,74,74,38,132
12/12/2012 7:20,76,77,67,72,75,73,74,74,38,133
12/12/2012 7:25,76,77,67,72,75,74,74,74,38,134
12/12/2012 7:30,76,77,67,72,75,74,74,74,38,135
12/12/2012 7:35,76,77,67,72,75,74,74,74,38,136
12/12/2012 7:40,76,77,67,72,75,74,74,74,38,136
12/12/2012 7:45,76,77,67,72,75,74,74,74,38,138
12/12/2012 7:50,76,77,67,72,75,74,74,74,38,138
12/12/2012 7:55,76,77,67,72,75,74,74,74,38,139
12/12/2012 8:00,76,77,67,72,75,74,74,74,38,139
12/12/2012 8:05,76,77,67,72,75,74,74,74,38,139
12/12/2012 8:10,76,77,67,72,75,74,74,74,38,140
12/12/2012 8:15,76,77,67,73,75,74,74,74,38,140
12/12/2012 8:20,76,77,67,73,75,74,74,74,38,140
12/12/2012 8:25,76,77,67,73,75,74,74,74,38,140
12/12/2012 8:30,76,77,67,73,75,74,74,74,39,141
12/12/2012 8:35,76,77,67,73,75,74,74,74,39,141
12/12/2012 8:40,76,77,67,73,75,74,74,74,39,141
12/12/2012 8:45,76,77,67,73,76,74,74,74,39,141
12/12/2012 8:50,76,77,67,73,76,74,74,74,39,141
12/12/2012 8:55,76,77,67,73,76,74,74,74,40,141
12/12/2012 9:00,76,77,67,73,76,74,74,74,40,142
12/12/2012 9:05,76,77,67,73,76,74,74,75,40,142
12/12/2012 9:10,76,77,67,73,76,75,74,75,40,142
12/12/2012 9:15,76,77,67,73,76,75,74,75,40,142
12/12/2012 9:20,76,78,67,73,76,75,74,75,40,144
12/12/2012 9:25,76,78,67,73,76,75,74,75,41,144
12/12/2012 9:30,76,78,67,73,76,75,74,75,41,144
12/12/2012 9:35,76,78,67,73,76,75,74,75,41,145
12/12/2012 9:40,76,78,67,73,76,75,74,75,40,145
12/12/2012 9:45,76,78,67,73,76,75,74,75,40,145
12/12/2012 9:50,76,78,67,73,76,75,74,75,40,145
12/12/2012 9:55,76,78,67,73,76,75,74,75,40,145
12/12/2012 10:00,76,78,67,73,76,75,74,75,40,145
12/12/2012 10:05,76,78,67,73,76,75,74,75,40,146
12/12/2012 10:10,76,78,67,73,76,75,74,75,40,146
12/12/2012 10:15,76,78,67,73,76,75,74,75,40,146
12/12/2012 10:20,76,78,67,73,76,75,74,75,40,146
12/12/2012 10:25,76,78,67,73,76,75,75,75,40,146
12/12/2012 10:30,76,78,67,73,76,75,75,75,40,146
12/12/2012 10:35,76,78,67,73,76,75,75,75,40,146
12/12/2012 10:40,76,78,67,73,76,76,75,75,41,145
12/12/2012 10:45,76,78,67,73,76,76,75,75,41,144
12/12/2012 10:50,76,78,67,73,76,76,75,75,41,142
12/12/2012 10:55,76,78,67,73,76,76,75,75,41,141
12/12/2012 11:00,76,78,67,74,76,76,75,75,41,140
12/12/2012 11:05,76,78,67,74,76,76,75,75,41,140
12/12/2012 11:10,76,78,67,74,76,76,75,75,41,139
12/12/2012 11:15,76,78,67,74,76,76,75,75,41,138
12/12/2012 11:20,76,78,67,74,76,76,75,75,41,136
12/12/2012 11:25,76,78,67,74,76,76,75,75,41,135
12/12/2012 11:30,76,78,67,73,76,76,75,75,41,133
12/12/2012 11:35,76,78,67,73,76,76,75,75,42,132
12/12/2012 11:40,76,78,67,73,76,76,75,75,42,131
12/12/2012 11:45,76,78,67,73,76,76,75,75,42,131
12/12/2012 11:50,76,78,67,73,76,76,75,75,42,130
12/12/2012 11:55,76,78,67,73,76,76,75,75,42,130
12/12/2012 12:00,76,78,67,73,76,76,75,75,42,129
12/12/2012 12:05,76,78,67,73,76,76,75,75,42,130
12/12/2012 12:10,76,78,67,73,76,76,75,75,41,130
12/12/2012 12:15,76,78,67,72,76,76,75,75,42,131
12/12/2012 12:20,76,78,67,72,76,76,75,75,42,132
12/12/2012 12:25,76,78,67,72,76,76,75,75,42,133
12/12/2012 12:30,76,78,67,72,76,76,75,75,42,134
12/12/2012 12:35,76,78,67,72,76,76,75,75,42,135
12/12/2012 12:40,76,78,67,72,76,75,75,75,41,138
