CONTROL,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building,Main Building
INTERVAL,Apt 14 N,Apt 14 O,Apt 14 Q,Apt 14P,Apt 14R,Apt 18A,Apt 18E,Apt 18I,OUTDOOR SENSOR,System Temp MB
12/7/2012 0:00,76,78,66,72,76,74,72,75,37,133
12/7/2012 0:05,76,78,66,72,76,74,72,75,37,133
12/7/2012 0:10,76,78,66,72,76,74,72,75,37,134
12/7/2012 0:15,76,78,66,72,76,74,72,75,37,135
12/7/2012 0:20,76,78,66,72,76,74,72,75,37,136
12/7/2012 0:25,76,78,66,72,76,74,72,75,37,138
12/7/2012 0:30,76,78,66,72,76,74,72,75,37,138
12/7/2012 0:35,76,78,66,72,76,74,72,75,37,139
12/7/2012 0:40,76,78,66,72,76,74,71,75,37,139
12/7/2012 0:45,76,78,66,72,76,74,71,75,37,140
12/7/2012 0:50,76,78,66,72,76,74,71,75,37,140
12/7/2012 0:55,76,78,66,72,76,74,71,75,37,140
12/7/2012 1:00,76,78,66,72,76,74,71,75,37,140
12/7/2012 1:05,76,78,66,72,76,74,71,75,37,140
12/7/2012 1:10,76,78,66,72,76,74,71,75,37,139
12/7/2012 1:15,76,78,66,72,76,74,71,75,36,139
12/7/2012 1:20,76,78,66,72,76,74,71,75,36,138
12/7/2012 1:25,76,78,66,72,76,74,71,75,37,138
12/7/2012 1:30,76,78,66,72,76,74,71,75,37,136
12/7/2012 1:35,76,78,66,71,76,74,71,75,37,135
12/7/2012 1:40,76,78,66,71,76,74,71,75,37,134
12/7/2012 1:45,76,78,66,71,76,74,71,75,36,133
12/7/2012 1:50,76,77,66,71,76,74,71,75,36,133
12/7/2012 1:55,76,77,66,71,76,74,71,75,36,132
12/7/2012 2:00,76,77,66,71,76,74,71,75,36,132
12/7/2012 2:05,76,77,66,71,76,74,71,75,36,132
12/7/2012 2:10,76,77,66,71,76,74,71,75,36,133
12/7/2012 2:15,76,77,66,71,76,74,71,75,36,133
12/7/2012 2:20,76,77,66,71,76,74,71,75,36,134
12/7/2012 2:25,76,77,66,71,76,74,71,75,36,135
12/7/2012 2:30,76,77,66,71,76,74,71,75,36,136
12/7/2012 2:35,76,77,66,71,75,74,71,75,36,138
12/7/2012 2:40,76,77,66,71,75,74,71,75,37,138
12/7/2012 2:45,76,77,66,71,75,74,71,75,37,139
12/7/2012 2:50,76,77,66,71,76,74,71,75,37,139
12/7/2012 2:55,76,77,66,71,76,74,71,75,37,140
12/7/2012 3:00,76,77,66,71,76,74,71,75,37,140
12/7/2012 3:05,76,77,66,71,76,74,72,75,37,141
12/7/2012 3:10,76,77,66,71,76,74,72,75,37,141
12/7/2012 3:15,76,77,66,71,76,74,72,75,37,141
12/7/2012 3:20,76,77,66,71,76,74,72,75,37,141
12/7/2012 3:25,76,77,66,71,76,74,72,75,37,141
12/7/2012 3:30,76,77,66,71,76,74,72,75,37,141
12/7/2012 3:35,76,77,66,71,76,74,72,75,37,140
12/7/2012 3:40,76,77,66,71,76,74,72,75,37,140
12/7/2012 3:45,76,77,66,71,76,74,72,75,37,139
12/7/2012 3:50,76,77,66,71,76,74,72,75,37,138
12/7/2012 3:55,76,77,66,71,76,74,72,75,37,138
12/7/2012 4:00,76,77,66,71,76,74,72,75,37,136
12/7/2012 4:05,76,77,66,71,76,74,72,75,37,135
12/7/2012 4:10,76,77,66,71,76,74,72,75,37,134
12/7/2012 4:15,76,77,66,71,76,74,72,75,37,133
12/7/2012 4:20,76,77,66,71,76,74,72,75,37,133
12/7/2012 4:25,76,77,66,71,76,74,72,75,37,132
12/7/2012 4:30,76,77,66,71,76,74,72,75,37,132
12/7/2012 4:35,76,77,66,71,75,74,72,75,37,133
12/7/2012 4:40,76,77,66,71,75,74,72,75,37,133
12/7/2012 4:45,76,77,66,71,75,74,72,75,37,134
12/7/2012 4:50,76,77,66,71,75,74,72,75,37,135
12/7/2012 4:55,76,77,66,71,75,74,72,75,37,135
12/7/2012 5:00,76,77,66,71,75,74,72,75,37,136
12/7/2012 5:05,76,77,66,71,75,74,72,75,38,138
12/7/2012 5:10,76,77,66,71,75,74,72,75,38,138
12/7/2012 5:15,76,77,66,71,75,74,72,75,38,139
12/7/2012 5:20,76,77,66,71,75,74,72,75,38,139
12/7/2012 5:25,76,77,66,71,75,74,72,75,38,140
12/7/2012 5:30,76,77,66,71,75,74,72,75,38,140
12/7/2012 5:35,76,77,66,71,75,74,72,75,38,141
12/7/2012 5:40,76,77,66,71,75,74,72,75,38,141
12/7/2012 5:45,76,77,65,71,75,74,72,75,39,141
12/7/2012 5:50,76,77,65,71,76,74,72,75,39,141
12/7/2012 5:55,76,77,65,71,76,74,72,75,39,140
12/7/2012 6:00,76,77,65,71,76,74,72,75,39,140
12/7/2012 6:05,76,77,65,71,76,74,72,75,39,139
12/7/2012 6:10,76,77,65,71,76,74,72,75,39,139
12/7/2012 6:15,76,77,65,71,76,74,72,75,39,138
12/7/2012 6:20,76,77,65,71,76,74,72,75,39,138
12/7/2012 6:25,76,77,65,71,76,74,72,75,39,135
12/7/2012 6:30,76,77,65,71,76,74,72,75,39,135
12/7/2012 6:35,76,77,65,71,76,74,72,75,39,134
12/7/2012 6:40,76,77,65,71,76,74,72,75,39,133
12/7/2012 6:45,76,77,No Data,71,76,74,72,75,39,132
12/7/2012 6:50,76,77,No Data,71,76,74,72,75,39,131
12/7/2012 6:55,76,77,65,71,76,74,72,75,39,131
12/7/2012 7:00,76,77,65,71,76,74,73,75,39,130
12/7/2012 7:05,76,77,65,71,75,74,73,75,39,129
12/7/2012 7:10,76,77,65,71,75,74,73,75,39,128
12/7/2012 7:15,76,77,66,71,75,74,73,75,39,127
12/7/2012 7:20,76,77,66,71,75,74,73,75,39,127
12/7/2012 7:25,76,77,66,71,75,74,73,75,39,127
12/7/2012 7:30,76,77,66,71,75,74,73,75,39,127
12/7/2012 7:35,76,77,66,71,75,74,73,75,39,127
12/7/2012 7:40,76,77,66,71,75,74,73,75,40,127
12/7/2012 7:45,76,77,66,71,75,73,73,75,40,128
12/7/2012 7:50,76,77,66,71,75,73,73,75,40,129
12/7/2012 7:55,76,77,66,71,75,73,73,75,40,130
12/7/2012 8:00,76,77,65,71,75,73,73,75,40,131
12/7/2012 8:05,76,77,65,71,75,73,73,75,40,131
12/7/2012 8:10,76,77,65,71,75,73,73,75,41,132
12/7/2012 8:15,76,77,65,71,75,73,73,75,40,133
12/7/2012 8:20,76,77,65,71,75,73,73,75,40,134
12/7/2012 8:25,76,77,65,71,75,73,73,75,40,135
12/7/2012 8:30,76,77,65,71,75,73,73,75,41,135
12/7/2012 8:35,76,77,65,71,75,73,73,75,41,136
12/7/2012 8:40,76,77,65,71,75,73,73,75,41,138
12/7/2012 8:45,76,77,65,71,75,73,73,75,41,138
12/7/2012 8:50,76,77,65,72,75,73,73,75,41,139
12/7/2012 8:55,76,77,65,72,75,73,73,75,42,139
12/7/2012 9:00,76,77,65,72,75,73,73,75,41,140
12/7/2012 9:05,76,77,65,72,76,73,73,75,41,140
12/7/2012 9:10,76,77,65,72,76,73,73,75,41,140
12/7/2012 9:15,76,77,65,72,76,No Data,73,75,41,141
12/7/2012 9:20,76,77,65,72,76,No Data,73,75,41,141
12/7/2012 9:25,76,77,65,72,76,No Data,73,75,41,141
12/7/2012 9:30,76,77,65,72,76,No Data,73,75,41,141
12/7/2012 9:35,76,77,65,72,76,No Data,73,75,41,142
12/7/2012 9:40,76,77,65,72,76,74,73,75,41,142
12/7/2012 9:45,76,78,65,72,76,74,73,75,41,141
12/7/2012 9:50,76,78,65,72,76,74,73,75,41,141
12/7/2012 9:55,76,78,65,72,76,74,73,75,41,141
12/7/2012 10:00,76,78,65,72,76,74,73,76,41,141
12/7/2012 10:05,76,78,65,72,76,74,73,76,41,141
12/7/2012 10:10,76,78,65,72,76,74,73,76,41,141
12/7/2012 10:15,76,78,65,72,76,74,73,76,42,141
12/7/2012 10:20,76,78,65,72,76,74,74,76,41,141
12/7/2012 10:25,76,78,65,72,76,74,74,76,41,141
12/7/2012 10:30,76,78,66,72,76,74,74,76,41,140
12/7/2012 10:35,76,78,66,72,76,74,74,76,41,140
12/7/2012 10:40,76,78,66,72,76,74,74,76,42,140
12/7/2012 10:45,76,78,66,72,76,74,74,76,42,139
12/7/2012 10:50,76,78,66,72,76,74,74,76,42,139
12/7/2012 10:55,76,78,66,72,76,74,74,76,42,139
